building_id,meter,timestamp,meter_reading,site_id,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,primary_use,square_feet,year_built,month,quarter,day,energy_intensity,co2_emissions
1137,0,2016-09-01 17:00:00,26.0,13,21.7,2.0,10.6,0.0,1026.0,140.0,3.6,Office,27452,,9,3,1,0.0009471076788576424,11.18
1136,0,2016-09-25 17:00:00,31.739,13,18.3,0.0,11.7,0.0,1012.0,250.0,6.2,Office,79782,,9,3,25,0.0003978215637612494,13.64777
285,0,2016-01-21 07:00:00,546.04,2,12.2,0.0,5.0,0.0,1021.5,100.0,3.1,Utility,21958,,1,1,21,0.024867474269059112,234.79719999999998
200,1,2016-03-23 04:00:00,344.018,2,21.7,0.0,-6.1,0.0,1009.0,290.0,6.7,Entertainment/public assembly,143093,1964.0,3,1,23,0.0024041567372268383,147.92773999999997
145,0,2016-09-05 19:00:00,21.437,1,21.1,0.0,19.7,0.0,1021.0,220.0,3.1,Office,14219,,9,3,5,0.0015076306350657572,9.21791
981,2,2016-05-02 22:00:00,192.15,9,17.2,0.0,10.0,0.0,1018.5,165.0,2.6,Education,167055,,5,2,2,0.0011502199874292899,82.6245
825,0,2016-07-20 16:00:00,7.4583,8,31.7,4.0,22.2,0.0,1021.0,60.0,4.1,Public services,3592,,7,3,20,0.0020763641425389757,3.207069
1137,1,2016-02-10 16:00:00,0.0,13,-14.4,0.0,-21.1,0.0,1022.5,20.0,3.6,Office,27452,,2,1,10,0.0,0.0
1100,2,2016-02-24 18:00:00,5531.25,13,2.8,8.0,-2.2,0.0,1016.0,10.0,4.1,Lodging/residential,174924,,2,1,24,0.03162087535158126,2378.4375
1382,2,2016-04-05 07:00:00,2545.25,15,-12.2,0.0,-15.6,0.0,1024.0,350.0,1.5,Public services,243072,1965.0,4,2,5,0.010471177264349658,1094.4575
1086,0,2016-09-09 19:00:00,376.377,13,22.2,0.0,16.7,0.0,1012.0,130.0,1.5,Office,143973,,9,3,9,0.0026142193327915652,161.84211
226,1,2016-11-09 16:00:00,158.399,2,23.9,2.0,2.2,0.0,1020.5,80.0,5.7,Office,74180,1930.0,11,4,9,0.0021353329738473983,68.11157
995,0,2016-12-15 13:00:00,39.0,9,7.8,0.0,5.6,0.0,1028.0,20.0,2.1,Education,46230,,12,4,15,0.0008436080467229072,16.77
830,0,2016-12-16 19:00:00,11.8333,8,25.6,4.0,13.9,0.0,1021.0,80.0,5.1,Warehouse/storage,15120,,12,4,16,0.0007826256613756614,5.088318999999999
560,0,2016-11-24 18:00:00,311.66,3,12.8,6.0,1.1,0.0,1021.5,0.0,0.0,Office,340000,2010.0,11,4,24,0.0009166470588235295,134.0138
215,0,2016-08-19 12:00:00,42.61,2,28.9,8.0,13.9,-1.0,1006.5,350.0,1.5,Lodging/residential,36406,1940.0,8,3,19,0.0011704114706367083,18.3223
1296,3,2016-02-09 22:00:00,58.2036,14,0.0,0.0,-2.2,-1.0,1016.5,70.0,1.5,Office,8836,,2,1,9,0.006587098234495247,25.027548
956,0,2016-03-11 18:00:00,56.0,9,17.2,0.0,15.6,-1.0,1014.0,0.0,0.0,Office,86167,,3,1,11,0.0006499007740782434,24.08
796,0,2016-12-30 00:00:00,614.89,7,-3.2,0.0,-3.7,4.0,998.0,330.0,1.0,Education,226042,1965.0,12,4,30,0.0027202466798205644,264.4027
1323,1,2016-11-03 12:00:00,298.799,14,11.1,9.0,10.6,0.0,1015.0,210.0,1.5,Office,87200,,11,4,3,0.0034265940366972475,128.48357
1018,1,2016-12-09 11:00:00,0.0,10,-1.7,0.0,-2.8,0.0,1024.0,260.0,1.5,Education,186840,,12,4,9,0.0,0.0
249,0,2016-10-12 17:00:00,415.25,2,26.7,0.0,1.7,0.0,1014.0,120.0,1.5,Entertainment/public assembly,179449,1976.0,10,4,12,0.0023140279410863254,178.5575
1034,0,2016-10-03 22:00:00,8.1325,12,14.3,6.0,9.9,0.0,1026.0,140.0,8.0,Retail,3907,,10,4,3,0.002081520348093166,3.496975
1080,2,2016-06-10 10:00:00,906.25,13,20.6,2.0,17.8,0.0,1007.0,140.0,4.6,Education,207115,,6,2,10,0.004375588441204162,389.6875
1398,0,2016-04-16 10:00:00,10.75,15,3.3,0.0,-3.9,0.0,1031.0,80.0,2.1,Lodging/residential,20291,1925.0,4,2,16,0.0005297915331920556,4.6225
959,1,2016-12-18 13:00:00,199.335,9,-3.3,0.0,-11.7,0.0,1030.0,350.0,5.1,Education,128536,,12,4,18,0.0015508106678284684,85.71405
606,0,2016-01-18 22:00:00,54.3725,4,16.7,0.0,11.1,0.0,1020.5,260.0,1.5,Utility,23432,1999.0,1,1,18,0.0023204378627517926,23.380175
858,0,2016-08-03 16:00:00,2.1667,8,30.6,0.0,22.8,0.0,1018.0,150.0,3.1,Other,1566,,8,3,3,0.0013835887611749682,0.931681
560,0,2016-03-31 12:00:00,1098.99,3,13.3,6.0,9.4,0.0,1016.5,180.0,6.2,Office,340000,2010.0,3,1,31,0.003232323529411765,472.5657
702,0,2016-10-02 17:00:00,15.2,5,14.0,0.0,6.0,0.0,1016.5,100.0,2.6,Education,24251,1966.0,10,4,2,0.000626778277184446,6.536
918,2,2016-11-03 17:00:00,30.5,9,26.1,0.0,21.1,-1.0,1022.0,110.0,3.6,Education,60621,,11,4,3,0.0005031259794460666,13.115
1068,0,2016-08-30 23:00:00,65.5975,12,16.8,8.0,12.5,0.0,1016.5,190.0,6.0,Education,112956,,8,3,30,0.0005807349764510075,28.206925
207,1,2016-12-02 16:00:00,118.764,2,8.9,0.0,-1.1,0.0,1012.5,100.0,2.1,Public services,99700,,12,4,2,0.0011912136409227682,51.06852
513,0,2016-06-09 17:00:00,39.13,3,25.0,4.0,8.3,0.0,1014.0,320.0,3.1,Public services,112283,,6,2,9,0.0003484944292546512,16.8259
160,0,2016-01-01 01:00:00,4.98,2,13.9,0.0,-5.6,0.0,1015.5,270.0,4.1,Entertainment/public assembly,15786,,1,1,1,0.00031546940326871917,2.1414
287,3,2016-02-29 16:00:00,0.0,2,19.4,0.0,-1.1,0.0,1015.5,120.0,3.1,Office,33713,1956.0,2,1,29,0.0,0.0
91,0,2016-10-07 01:00:00,202.038,0,23.9,0.0,22.8,13.0,1007.0,10.0,6.7,Education,68094,2003.0,10,4,7,0.0029670455546744207,86.87634
1244,0,2016-06-21 19:00:00,173.64,14,32.2,2.0,15.0,0.0,1007.5,320.0,4.6,Public services,95526,,6,2,21,0.0018177250172727842,74.6652
875,1,2016-07-17 00:00:00,590.69,9,35.6,0.0,18.9,0.0,1012.5,160.0,3.1,Lodging/residential,177708,,7,3,17,0.0033239358948387245,253.99670000000003
1300,0,2016-12-09 08:00:00,50.0809,14,-1.1,0.0,-9.4,0.0,1018.5,270.0,4.6,Healthcare,25609,,12,4,9,0.001955597641454176,21.534786999999998
707,0,2016-04-22 00:00:00,24.72,5,11.0,0.0,3.0,0.0,1016.5,60.0,8.8,Education,11270,1976.0,4,2,22,0.0021934338952972494,10.6296
161,0,2016-05-12 13:00:00,18.13,2,21.1,0.0,2.8,0.0,1012.5,100.0,3.1,Education,11329,,5,2,12,0.0016003177685585664,7.7959
1287,0,2016-12-24 08:00:00,91.3922,14,2.8,0.0,-3.3,0.0,1026.0,180.0,2.1,Education,60582,,12,4,24,0.001508570202370341,39.298646
1130,1,2016-05-02 09:00:00,0.0,13,6.1,0.0,2.8,0.0,1020.0,0.0,0.0,Education,280225,,5,2,2,0.0,0.0
1165,0,2016-07-08 23:00:00,11.142,13,25.6,0.0,15.0,0.0,1012.5,320.0,5.1,Office,28991,,7,3,8,0.00038432617019074886,4.79106
203,0,2016-01-12 01:00:00,307.77,2,13.3,2.0,0.0,0.0,1022.5,230.0,2.6,Lodging/residential,63348,2007.0,1,1,12,0.004858401212350824,132.34109999999998
926,1,2016-02-05 10:00:00,0.2813,9,1.7,0.0,-3.9,0.0,1030.0,0.0,0.0,Education,26033,,2,1,5,1.080551607575001e-05,0.120959
192,0,2016-02-25 21:00:00,670.53,2,26.1,0.0,-8.9,0.0,1016.0,165.0,2.6,Education,151637,1983.0,2,1,25,0.004421941874344652,288.3279
519,0,2016-05-10 08:00:00,1363.08,3,15.0,0.0,13.3,-1.0,1020.0,20.0,5.1,Public services,461647,1976.0,5,2,10,0.0029526456361678942,586.1243999999999
502,0,2016-02-18 10:00:00,70.55,3,1.7,0.0,-4.4,0.0,1029.0,340.0,4.6,Public services,6010,,2,1,18,0.011738768718801995,30.336499999999997
652,0,2016-06-07 13:00:00,223.212,4,15.6,0.0,11.7,0.0,1012.0,270.0,5.7,Education,150887,1959.0,6,2,7,0.0014793322154990159,95.98115999999999
216,3,2016-03-13 18:00:00,49.8221,2,18.9,6.0,-1.7,0.0,1018.0,0.0,0.0,Education,137065,1964.0,3,1,13,0.0003634925035567067,21.423503
843,0,2016-09-23 07:00:00,8.5,8,24.4,0.0,23.3,0.0,1015.0,0.0,0.0,Entertainment/public assembly,5380,,9,3,23,0.0015799256505576208,3.655
1177,0,2016-11-19 13:00:00,30.976,13,-1.7,0.0,-7.8,0.0,1026.0,320.0,8.8,Office,20444,,11,4,19,0.001515163373116807,13.31968
184,3,2016-01-20 01:00:00,8.7921,2,18.3,0.0,1.1,0.0,1019.0,0.0,0.0,Education,34171,,1,1,20,0.00025729712329168006,3.7806029999999997
730,0,2016-05-15 09:00:00,19.3,5,12.0,0.0,7.0,0.0,1016.5,165.0,1.5,Education,126045,1966.0,5,2,15,0.0001531199174897854,8.299
155,0,2016-06-24 15:00:00,108.5,1,20.6,0.0,11.9,0.0,1017.0,210.0,9.3,Office,51688,1930.0,6,2,24,0.002099133261105092,46.655
933,2,2016-05-02 17:00:00,0.0,9,14.4,0.0,10.6,0.0,1020.5,350.0,3.6,Office,8525,,5,2,2,0.0,0.0
792,2,2016-03-30 17:00:00,3516.21,7,8.3,0.0,-3.5,0.0,1018.5,190.0,6.2,Education,333681,1938.0,3,1,30,0.010537639242270313,1511.9703
169,3,2016-04-14 19:00:00,193.427,2,29.4,0.0,3.9,0.0,1009.0,260.0,3.1,Education,179559,2006.0,4,2,14,0.001077233666928419,83.17361
1169,1,2016-01-27 09:00:00,173.264,13,-8.9,0.0,-11.7,0.0,1022.5,190.0,3.1,Education,155439,,1,1,27,0.0011146752102110797,74.50352000000001
1054,0,2016-06-19 10:00:00,306.368,12,17.3,8.0,15.9,0.0,1017.5,160.0,3.0,Education,204998,,6,2,19,0.0014944926291963823,131.73824
838,0,2016-02-24 11:00:00,45.8333,8,20.6,0.0,19.4,0.0,1009.5,170.0,6.2,Public services,18414,,2,1,24,0.002489046377756055,19.708319
765,1,2016-08-02 16:00:00,371.611,6,30.0,0.0,21.7,0.0,1017.5,70.0,4.1,Entertainment/public assembly,58562,,8,3,2,0.006345599535534988,159.79273
1175,0,2016-07-08 19:00:00,227.532,13,23.3,0.0,14.4,0.0,1011.5,320.0,7.7,Manufacturing/industrial,81372,,7,3,8,0.002796195251437841,97.83876000000001
191,1,2016-04-10 14:00:00,0.0,2,17.8,0.0,3.9,0.0,1008.5,100.0,2.1,Education,78268,1964.0,4,2,10,0.0,0.0
886,2,2016-09-30 09:00:00,158.6,9,16.1,0.0,10.6,0.0,1022.0,0.0,0.0,Education,69799,,9,3,30,0.002272238857290219,68.198
1248,1,2016-05-04 12:00:00,534.952,14,10.0,0.0,8.3,0.0,1007.5,90.0,5.7,Office,78002,,5,2,4,0.006858183123509653,230.02936
455,0,2016-09-15 13:00:00,80.45,3,21.7,0.0,13.3,0.0,1023.5,40.0,5.1,Healthcare,29192,2014.0,9,3,15,0.002755892025212387,34.5935
250,3,2016-11-05 13:00:00,0.0,2,16.7,0.0,12.8,0.0,1015.5,110.0,2.1,Education,131710,1991.0,11,4,5,0.0,0.0
919,0,2016-10-29 05:00:00,19.0,9,22.2,0.0,16.1,0.0,1021.0,180.0,2.1,Education,31233,,10,4,29,0.0006083309320270228,8.17
1269,1,2016-08-09 12:00:00,879.218,14,21.1,2.0,18.9,0.0,1022.0,0.0,0.0,Healthcare,56388,,8,3,9,0.015592289139533233,378.06374
915,1,2016-12-11 13:00:00,320.455,9,10.6,9.0,10.6,0.0,1017.0,0.0,0.0,Education,205141,,12,4,11,0.0015621206877221032,137.79565
174,1,2016-05-27 03:00:00,195.044,2,27.2,0.0,-2.2,0.0,1008.0,210.0,2.6,Education,90900,,5,2,27,0.002145698569856986,83.86892
124,0,2016-09-01 03:00:00,21.9,1,13.3,0.0,11.1,0.0,1022.5,260.0,2.1,Education,38319,1900.0,9,3,1,0.000571518045878024,9.417
682,0,2016-08-25 19:00:00,33.2,5,17.0,0.0,17.0,0.0,1016.5,300.0,3.6,Entertainment/public assembly,64153,,8,3,25,0.0005175128209125061,14.276000000000002
491,0,2016-05-16 06:00:00,46.25,3,8.9,2.0,0.6,0.0,1020.5,200.0,1.5,Education,66600,1970.0,5,2,16,0.0006944444444444445,19.8875
1064,0,2016-08-22 21:00:00,182.015,12,16.5,7.0,13.7,0.0,1022.0,110.0,3.0,Education,131212,,8,3,22,0.0013871825747645032,78.26644999999999
137,0,2016-11-03 22:00:00,57.5,1,8.3,0.0,5.3,0.0,1017.5,220.0,3.1,Entertainment/public assembly,64024,1967.0,11,4,3,0.0008981007122329126,24.724999999999998
133,0,2016-10-04 23:00:00,63.9,1,13.3,0.0,10.4,0.0,1030.0,90.0,5.1,Lodging/residential,64723,1960.0,10,4,4,0.0009872842729786939,27.477
770,2,2016-01-06 02:00:00,593.941,6,-4.4,0.0,-17.2,0.0,1037.0,330.0,1.5,Education,80325,,1,1,6,0.007394223467164644,255.39463
1344,0,2016-11-17 17:00:00,344.575,15,7.8,0.0,5.6,0.0,1020.0,290.0,4.1,Education,125507,1974.0,11,4,17,0.0027454643964081684,148.16725
816,0,2016-06-25 16:00:00,2.8333,8,31.7,0.0,22.2,0.0,1020.0,165.0,2.6,Entertainment/public assembly,356,,6,2,25,0.00795870786516854,1.218319
200,0,2016-07-31 16:00:00,151.07,2,31.1,0.0,18.9,0.0,1010.5,270.0,5.1,Entertainment/public assembly,143093,1964.0,7,3,31,0.001055746961766124,64.9601
1272,3,2016-12-29 18:00:00,2011.01,14,5.6,0.0,5.0,8.0,1002.0,210.0,2.1,Public services,247471,,12,4,29,0.008126245095384914,864.7343
566,0,2016-04-18 20:00:00,0.523,4,24.4,2.0,6.7,0.0,1017.5,250.0,2.6,Education,2010,1957.0,4,2,18,0.0002601990049751244,0.22489
200,0,2016-12-13 19:00:00,172.39,2,20.5,0.0,4.7,0.0,1016.5,110.0,3.1,Entertainment/public assembly,143093,1964.0,12,4,13,0.001204740972654148,74.12769999999999
797,0,2016-05-22 11:00:00,2393.77,7,13.3,0.0,8.6,0.0,1012.0,10.0,4.1,Education,764237,1979.0,5,2,22,0.0031322351574184447,1029.3211
945,1,2016-07-05 07:00:00,1435.96,9,27.2,0.0,23.9,0.0,1013.5,180.0,3.6,Office,332447,,7,3,5,0.00431936519204565,617.4628
627,0,2016-01-17 06:00:00,97.75,4,13.3,0.0,12.8,0.0,1021.5,0.0,0.0,Education,56637,1953.0,1,1,17,0.0017259035612761976,42.0325
12,0,2016-07-31 07:00:00,180.196,0,24.4,0.0,22.8,0.0,1017.0,180.0,1.5,Lodging/residential,37100,1999.0,7,3,31,0.004857035040431267,77.48428
1251,0,2016-06-24 23:00:00,257.0,14,24.4,2.0,15.6,0.0,1017.0,90.0,5.1,Education,104604,,6,2,24,0.0024568850139574014,110.51
435,0,2016-01-08 21:00:00,64.04,3,5.6,8.0,5.0,-1.0,1020.0,50.0,3.1,Office,29916,2002.0,1,1,8,0.00214066051611178,27.537200000000002
1129,1,2016-03-02 21:00:00,11.9952,13,-1.1,4.0,-13.3,0.0,1017.0,140.0,2.6,Office,133100,,3,1,2,9.012171299774606e-05,5.157936
1392,2,2016-08-07 00:00:00,1195.72,15,23.3,4.0,13.9,0.0,1009.5,360.0,2.1,Entertainment/public assembly,76153,1963.0,8,3,7,0.015701548199020393,514.1596
195,1,2016-08-03 10:00:00,39.6701,2,27.2,0.0,22.8,0.0,1012.0,80.0,3.6,Office,9703,1940.0,8,3,3,0.004088436566010512,17.058142999999998
24,0,2016-04-25 16:00:00,0.0,0,27.2,0.0,16.1,0.0,1018.0,110.0,3.6,Education,105545,2001.0,4,2,25,0.0,0.0
1359,0,2016-09-09 13:00:00,129.2,15,22.2,0.0,20.0,0.0,1014.0,0.0,0.0,Education,124289,1904.0,9,3,9,0.001039512748513545,55.556
128,0,2016-08-18 09:00:00,92.6,1,19.6,0.0,14.3,0.0,1010.5,330.0,2.1,Lodging/residential,102774,1956.0,8,3,18,0.0009010060910346975,39.818
1001,1,2016-03-13 21:00:00,0.0,10,13.9,0.0,-2.8,0.0,1008.5,200.0,3.1,Other,4482,,3,1,13,0.0,0.0
725,0,2016-11-26 04:00:00,2.2,5,6.0,0.0,4.0,0.0,1016.5,60.0,5.7,Education,13789,1919.0,11,4,26,0.00015954746537094787,0.9460000000000001
330,0,2016-12-09 09:00:00,103.91,3,-0.6,0.0,-9.4,0.0,1024.0,300.0,5.7,Education,65000,,12,4,9,0.0015986153846153845,44.6813
1338,2,2016-07-11 03:00:00,60.6908,15,12.2,0.0,11.7,0.0,1018.0,0.0,0.0,Education,31415,1912.0,7,3,11,0.001931905140856279,26.097044
552,0,2016-05-28 08:00:00,52.15,3,22.2,0.0,18.9,0.0,1019.0,190.0,4.6,Public services,20110,1936.0,5,2,28,0.0025932371954251617,22.4245
883,1,2016-01-30 09:00:00,415.868,9,11.7,0.0,3.9,0.0,1012.5,200.0,2.6,Education,399331,,1,1,30,0.0010414117611705577,178.82324
940,0,2016-03-29 07:00:00,5.28,9,17.2,0.0,11.1,0.0,1015.0,0.0,0.0,Lodging/residential,8079,,3,1,29,0.0006535462309691794,2.2704
979,1,2016-08-03 08:00:00,260.739,9,26.7,0.0,22.8,0.0,1016.0,165.0,1.5,Entertainment/public assembly,52357,,8,3,3,0.004980021773592833,112.11777
757,2,2016-12-27 09:00:00,0.4684,6,11.7,0.0,9.4,0.0,1017.5,200.0,6.7,Education,46813,,12,4,27,1.000576762865016e-05,0.20141199999999998
309,0,2016-02-23 23:00:00,5.68,3,6.1,0.0,5.0,3.0,1019.0,10.0,4.6,Entertainment/public assembly,2067,,2,1,23,0.0027479438800193517,2.4423999999999997
146,0,2016-11-09 01:00:00,16.1,1,4.5,0.0,4.0,0.0,999.0,90.0,4.1,Office,31614,1956.0,11,4,9,0.0005092680458024927,6.923000000000001
1270,0,2016-03-18 13:00:00,11.0,14,9.4,0.0,-3.9,0.0,1010.5,290.0,5.1,Entertainment/public assembly,18551,,3,1,18,0.0005929599482507682,4.7299999999999995
82,1,2016-08-17 12:00:00,379.893,0,25.6,2.0,25.0,0.0,1021.5,80.0,1.5,Office,10743,1974.0,8,3,17,0.03536191008098296,163.35398999999998
1273,3,2016-07-22 23:00:00,562.294,14,31.7,0.0,21.7,0.0,1009.0,230.0,5.1,Office,104089,,7,3,22,0.005402050168605712,241.78642
1267,1,2016-03-24 19:00:00,1539.0,14,12.2,0.0,6.1,0.0,1014.5,90.0,6.2,Education,138977,,3,1,24,0.011073774797268612,661.77
1060,0,2016-05-22 04:00:00,16.0175,12,7.1,4.0,5.9,0.0,1004.5,250.0,4.0,Entertainment/public assembly,71806,,5,2,22,0.00022306631757791826,6.887524999999999
922,1,2016-03-13 19:00:00,285.111,9,27.8,0.0,2.8,0.0,1008.0,280.0,5.1,Education,147205,,3,1,13,0.001936829591386162,122.59773
1004,0,2016-10-11 23:00:00,254.0,10,19.4,0.0,-0.6,0.0,1013.0,340.0,3.6,Education,74886,,10,4,11,0.003391822236466095,109.22
1190,0,2016-08-02 03:00:00,29.681,13,25.0,4.0,20.6,0.0,1015.5,150.0,3.1,Office,39807,,8,3,2,0.0007456226291858216,12.762830000000001
1301,1,2016-04-09 09:00:00,428.092,14,0.0,0.0,-5.6,0.0,1006.5,90.0,1.5,Education,62242,,4,2,9,0.006877863821856624,184.07956
815,0,2016-04-17 02:00:00,0.3333,8,20.0,2.0,14.4,0.0,1021.0,40.0,5.7,Entertainment/public assembly,666,,4,2,17,0.0005004504504504504,0.143319
361,0,2016-03-28 02:00:00,12.96,3,10.0,0.0,8.9,-1.0,1020.0,80.0,3.1,Public services,13224,1965.0,3,1,28,0.0009800362976406533,5.5728
1251,1,2016-06-28 08:00:00,1767.58,14,21.1,0.0,19.4,0.0,1013.5,160.0,2.6,Education,104604,,6,2,28,0.01689782417498375,760.0594
846,0,2016-01-31 22:00:00,0.5417,8,21.1,0.0,12.8,0.0,1019.0,170.0,2.6,Entertainment/public assembly,481,,1,1,31,0.0011261954261954261,0.23293099999999997
861,0,2016-03-05 15:00:00,12.5,8,18.3,0.0,10.6,0.0,1021.0,30.0,3.1,Other,4276,,3,1,5,0.002923292797006548,5.375
1259,0,2016-01-02 03:00:00,132.0,14,1.1,0.0,-8.3,0.0,1017.5,270.0,2.1,Education,71088,,1,1,2,0.0018568534773801485,56.76
